Organization,IP,Programme,Donor,Crisis,Status,BeneficiaryType,RuralUrban,Modality,RegionMap,DistrictMap,Settlement,Location,StartMonth,EndMonth,EndYear,LastUpdated,PIN,Target,PCM,CRFM,ReportYear,ProgrammeCategory,Id,Individuals,Households,Men,Women,Boys,Girls
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ha I Dhafin,30/06/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1234,120,20,21,20,41,38
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ha I Dhafin,31/12/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1378,144,20,26,24,49,46
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Moge,30/06/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1235,450,75,80,75,152,143
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Allow dhowr,30/06/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1236,186,31,33,31,63,59
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ari Cadeeye,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1377,188,29,33,31,64,60
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ari Cadeeye,30/06/2022,30/06/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1237,174,29,31,29,59,55
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Mooge,31/08/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1303,477,75,85,79,162,152
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Alow dhowr,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1376,196,31,35,33,66,62
HINNA,HINNA,EMERGENCY SHELTER,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Jameco Jiliyale,30/09/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1302,184,25,33,31,62,58
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Aytire (Eyle One Sub-Camp),30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,449,3672,486,670,554,1342,1106
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Aytire,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,452,1947,258,356,293,711,587
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Aytire,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,451,231,31,42,35,84,70
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Mareereey,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,453,1352,179,247,204,494,407
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Mareereey,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,456,1352,179,247,204,494,407
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Sagaalaad,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,454,519,69,95,78,190,156
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Sagaalaad,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,457,519,69,95,78,190,156
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Baalguri,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,455,311,41,57,47,114,94
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Baalguri,31/10/2020,31/10/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,458,311,41,57,47,114,94
HINNA,HINNA,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye/Caytire,Aytire,30/11/2020,30/11/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,465,1663,220,304,250,608,501
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Bangala IDP,Yaaqle,31/08/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,440,6360,902,1128,1058,2154,2022
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Bangala IDP,Bacaad,31/08/2020,31/08/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,441,2508,356,444,416,850,796
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Daynile,Cosoble,30/09/2020,30/09/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,446,1230,174,218,204,416,390
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Daynile,Alla-Suge,30/09/2020,30/09/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,447,1064,150,188,176,360,338
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Daynile,Horyal,30/09/2020,30/09/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,448,1162,164,206,194,394,370
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Dharkenley,Bananeey,30/11/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,468,1332,189,236,221,451,423
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Dharkenley,Waranle,30/11/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,470,465,66,82,77,158,148
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Dharkenley,Awbale,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,472,1937,275,343,322,656,616
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Dharkenley,Rabi-Suge,31/01/2021,31/01/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,818,1704,276,302,283,577,541
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Mogadishu,Awbale/Mudan/Bananey/Waranle/Rabbi-suge,31/05/2020,30/06/2020,2020,30/09/2022,2200000,1400000,No,No,2020,NFI,436,15660,2222,2776,2602,5306,4976
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Marka,Buufow Bacaad,Buufow Bacaad,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,481,393,52,73,58,146,116
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Marka,Cusman Qule,Macallin Cali,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,479,1320,173,246,196,489,389
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Marka,Cusman Qule,Abukar Same,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,480,593,78,111,88,220,175
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Marka,Cusman Qule,Buulo Samow,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,482,1033,136,193,153,383,305
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Baalguri,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,476,1061,140,194,160,388,320
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Damaleey,31/12/2020,31/12/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,474,1205,159,220,181,440,363
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Nabad & Nolol,31/01/2021,31/01/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,816,1229,181,225,185,449,370
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Gosha & Gendiga,31/01/2021,31/01/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,815,349,50,64,53,128,105
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye,Al-Cadaala,31/01/2021,31/01/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,812,986,123,180,149,360,297
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Tanaad,31/03/2021,31/03/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,826,276,40,49,46,94,88
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-Cadaala,31/12/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,854,257,41,46,43,87,82
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Walaalaha/Iskaashi,31/03/2021,31/03/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,822,409,60,72,68,139,130
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Wanaagsan,31/03/2021,31/03/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,824,350,50,62,58,119,111
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Shidane KM7,31/03/2021,31/03/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,820,978,140,173,163,331,311
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ramaas,31/03/2021,31/03/2021,2021,30/09/2022,3200000,2500000,Yes,Yes,2021,NFI,828,529,89,94,88,179,168
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Duco walid/Mideeye/Dhibane/iskaashi 2/hadii la yabo yaasinka/dahraan/al cadaala/qanciye/midnimo/cosob,31/10/2021,31/10/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,833,5933,942,1051,986,2010,1885
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Cosob,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,840,637,97,113,106,216,202
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Midnimo,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,841,465,70,82,77,158,148
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Iskaashi 2,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,842,962,124,170,160,326,306
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Hadii La Yaabo yaasiinka,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,846,685,101,121,114,232,218
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Dahraan,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,847,511,76,91,85,173,162
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Dhibane,30/11/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,848,533,61,94,89,181,169
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Mideeye,31/12/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,853,517,70,92,86,175,164
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Mogadishu,Sanaag/miisaan/shaafi/gar gaar/xurmo,31/10/2021,31/10/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,835,4744,628,841,789,1607,1508
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Mogadishu,Miisaan,31/12/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,855,888,128,157,148,301,282
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Mogadishu,Shaafi,31/12/2021,31/12/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,NFI,856,981,126,174,163,332,312
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Gar Gar,31/01/2022,31/01/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1030,791,125,140,131,268,251
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Sanaag,31/01/2022,31/01/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1031,862,126,153,143,292,274
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Xurmo,31/01/2022,31/01/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1032,902,123,160,150,306,287
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Qanciye,31/01/2022,28/02/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1033,830,118,147,138,281,264
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Qanciye,30/11/2022,28/02/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1034,830,118,147,138,281,264
HINNA,HINNA,NFI KITS,SHF,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,#N/A,Mogadishu,Duco Walid,30/09/2022,28/02/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1035,1372,184,243,228,465,436
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bulsho,31/07/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1217,1652,201,293,275,560,525
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bulsho,31/10/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1316,136,20,24,23,46,43
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-Raxman,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1383,1665,208,295,277,564,529
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-Raxman,31/07/2022,31/07/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1262,480,68,85,80,163,153
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Qiimo-Badan,30/06/2022,31/08/2022,2022,30/09/2022,3600000,1200000,Unk,Yes,2022,NFI,1297,475,67,84,79,161,151
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ha I Dhafin,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1390,144,20,26,24,49,46
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ha I Dhafin,31/07/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1240,392,49,69,65,133,125
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ari Cadeeye,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1384,188,29,33,31,64,60
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ceel-dibir,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,Yes,Yes,2022,NFI,1391,2166,334,384,360,734,688
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Badriyo,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1386,2110,282,374,351,715,671
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-Raxma,31/05/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1246,2626,365,465,436,890,834
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Badda Cas,31/05/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1248,661,95,117,110,224,210
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Banooda,31/05/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1249,1694,211,300,282,574,538
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Maslaxo,31/01/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1250,1904,243,337,316,645,605
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bir-jeex,30/11/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1251,1286,181,228,214,436,409
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Mooge,31/01/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1241,1031,137,183,171,349,328
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Mooge,31/08/2022,31/08/2022,2022,30/09/2022,3600000,1200000,Unk,Yes,2022,NFI,1305,477,75,85,79,162,152
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Alow dhowr,30/09/2022,30/09/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1380,196,31,35,33,66,62
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Alow dhowr,31/08/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1242,2490,316,441,414,844,791
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Jiro Al-towba,31/05/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1247,1164,168,206,193,394,370
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Jameco Jiliyale,28/02/2022,31/08/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1239,2282,283,404,379,773,725
HINNA,HINNA,NFI KITS,SHF,Drought,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Jameco Jiliyale,31/10/2022,31/08/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1301,184,25,33,31,62,58
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bulsho,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1389,846,141,150,141,287,269
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Al-Raxman,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1382,1656,276,293,275,561,526
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Qiimo-Badan,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1238,2412,402,427,401,817,766
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ha I Dhafin,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,Yes,Yes,2022,NFI,1392,414,69,73,69,140,132
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Moge,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,Unk,Yes,2022,NFI,1396,1272,212,225,211,431,404
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Allow dhowr,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1379,2088,348,370,347,707,664
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ari Cadeeye,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1243,2022,337,358,336,685,643
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Jameeco Jileey,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,No,2022,NFI,1393,1848,308,327,307,626,587
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Ceel-dibir,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1244,1722,287,305,286,583,547
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Badriyo,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1245,1686,281,299,280,571,536
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Maslaxo,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,Unk,Unk,2022,NFI,1395,468,78,83,78,159,149
HINNA,HINNA,NFI KITS,SHF,Drought,Ongoing,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Bir-jeex,31/05/2022,30/11/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,NFI,1388,1092,182,194,182,370,347
HINNA,HINNA,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Lower Shabelle,Afgooye,Afgooye/Caytire,Aytire,30/11/2020,30/11/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,466,1663,220,304,250,608,501
HINNA,HINNA,NFI KITS,Local donor,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,30/06/2020,2020,30/09/2022,2200000,1400000,Unk,Unk,2020,NFI,437,7200,940,1080,1076,2528,2516
WRRS,WRRS,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Rural,In-Kind,Bay,Baidoa,Baidoa/Hawl Wadaag/Laanta,Ceel Gedow,31/12/2019,30/04/2020,2020,30/09/2022,2200000,1400000,Yes,No,2020,SHELTER,558,229,30,37,34,82,76
WRRS,WRRS,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Rural,In-Kind,Bay,Baidoa,Baidoa/Hawl Wadaag/Laanta,Balanbaasha,31/12/2019,30/04/2020,2020,30/09/2022,2200000,1400000,Yes,No,2020,SHELTER,550,200,26,32,30,72,66
WRRS,WRRS,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Rural,In-Kind,Bay,Baidoa,Baidoa/Hawl Wadaag/Laanta,Afuuq Mirow,31/12/2019,30/04/2020,2020,30/09/2022,2200000,1400000,Yes,No,2020,SHELTER,554,281,37,46,42,101,93
WRRS,WRRS,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Rural,In-Kind,Bay,Baidoa,Baidoa/Hawl Wadaag/Laanta,TugaarHoose,31/12/2019,30/04/2020,2020,30/09/2022,2200000,1400000,Yes,No,2020,SHELTER,566,227,30,37,34,82,75
